road_id,hour,day_of_week,is_weekend,road_type,lane_count,weather,visibility_km,accident_reported,traffic_volume,avg_speed,travel_time_min,congestion_level
70,22,2,0,Local,2,Clear,9.79047641793457,0,781,43.39867988333681,29.79990297529576,Medium
4,11,6,1,Highway,4,Clear,7.819395057392429,0,597,43.62364272093401,25.847082807322384,Medium
20,1,5,1,Highway,5,Clear,7.392733443627577,0,704,62.38883144253809,23.036149281273254,Medium
112,12,6,1,Highway,4,Rain,4.791930981058028,0,743,46.57589407927868,31.50894664772694,Medium
47,3,6,1,Highway,4,Clear,5.923116643688033,0,449,37.52217646473633,24.315304093353927,Low
91,19,5,1,Arterial,2,Fog,1.779473194334486,0,1278,20.86625839834722,78.05897500452475,High
15,17,5,1,Local,2,Fog,1.105457047128889,0,1402,7.465261017557999,208.10128501527566,High
70,18,0,0,Highway,4,Rain,3.9776146219322053,0,1295,5.0,272.8153771317506,High
47,15,1,0,Local,2,Fog,0.5630571484440824,0,551,39.520979013387546,32.656793864312725,Medium
78,13,4,0,Highway,5,Clear,8.820430507984494,0,100,69.26840629745979,9.487456493911926,Low
75,7,6,1,Local,1,Rain,2.2443548181815993,0,888,5.0,190.89417214531258,Medium
103,11,4,0,Highway,5,Clear,8.518634115503797,0,519,22.08105199533555,31.908231794391938,Medium
9,8,4,0,Local,2,Rain,3.4484886589058488,0,1409,5.0,298.24951897805806,High
90,5,2,0,Highway,5,Clear,9.865063763295419,0,725,50.58240062170813,25.1466282971204,Medium
16,17,3,0,Local,1,Clear,9.406401470298782,0,633,34.76293311947131,27.273308861442132,Medium
69,1,6,1,Highway,4,Fog,1.1994768586797173,0,329,48.869513826216405,27.32533405839532,Low
116,22,3,0,Highway,5,Clear,9.466794130666774,0,328,34.578951749954314,18.499638740194104,Low
61,7,3,0,Arterial,3,Rain,4.63448479660446,0,1229,5.0,261.3364196410091,High
10,23,2,0,Highway,4,Clear,7.306265124575097,0,132,60.60365059713494,12.995555188444241,Low
50,13,4,0,Arterial,2,Clear,9.734427509680575,0,444,30.848822312079385,24.793916053770293,Low
3,5,5,1,Local,2,Clear,9.884285627916428,0,226,53.29592037464405,11.876380338438857,Low
77,9,3,0,Arterial,2,Clear,6.086063694868481,0,1262,26.450319864851068,57.96325427305035,High
107,7,5,1,Arterial,2,Fog,1.4749557371494983,0,1211,40.3080520310524,45.33166510095589,High
113,16,5,1,Highway,5,Fog,1.5211276051397813,0,413,13.628831861545592,50.228141927145245,Low
94,11,2,0,Arterial,2,Rain,4.737385367064238,0,239,37.542519685379546,20.021654768833795,Low
118,16,2,0,Arterial,3,Rain,4.134085405455837,0,715,47.592023961251684,29.97911305367042,Medium
109,12,1,0,Local,2,Clear,5.703297787404788,0,687,50.27474830353729,23.94655141545132,Medium
70,18,6,1,Highway,5,Clear,9.858495609891827,0,981,54.3082101111344,27.959580190069726,High
81,11,3,0,Arterial,3,Clear,8.686502981631838,0,296,73.64332221380539,12.039917070135104,Low
109,15,4,0,Highway,4,Clear,9.374690346300127,0,433,49.182755719150904,20.32877936156595,Low
51,4,0,0,Highway,4,Clear,9.855772894173562,0,655,34.16963556550498,29.306009398796473,Medium
117,15,2,0,Highway,4,Clear,6.890721796504572,0,421,25.624132935119498,26.04906365650579,Low
19,5,5,1,Highway,4,Clear,8.439319707889513,0,663,48.1507200814753,24.07749826716098,Medium
42,10,1,0,Highway,5,Clear,5.920109972150687,0,661,55.62969611536957,23.404896885180065,Medium
35,16,0,0,Highway,4,Clear,7.758336003859942,0,111,52.74979791145635,14.59810069690094,Low
46,22,2,0,Local,2,Clear,6.049392389900951,0,552,29.212779434302355,28.375337104542055,Medium
26,13,1,0,Highway,5,Rain,4.387929632477582,0,516,54.920991449648625,26.39721253894204,Medium
115,5,5,1,Local,2,Clear,5.492218158624793,0,413,66.5332591680126,16.25739338863967,Low
69,22,3,0,Highway,4,Clear,7.898682812820216,0,664,35.87686558650108,27.765258498844513,Medium
93,10,6,1,Highway,5,Rain,4.611186120561672,0,276,47.346694783726214,21.100625846281275,Low
64,11,6,1,Arterial,3,Clear,5.611108974255216,0,262,63.24541659344556,11.478041959214286,Low
37,12,1,0,Arterial,2,Clear,7.51157227690182,0,202,31.04993755857997,19.95680902452689,Low
84,3,2,0,Arterial,3,Rain,3.2466929977331795,0,587,50.50887500288818,31.30262053146582,Medium
49,6,6,1,Arterial,2,Clear,7.479308403500712,0,334,59.951134156384946,15.908879788265875,Low
21,1,6,1,Highway,4,Clear,9.55887962190135,0,365,48.782839221105974,16.391707011658504,Low
74,5,3,0,Arterial,3,Clear,5.8314782532892115,0,412,67.76603205163512,17.25793596798525,Low
64,5,5,1,Arterial,3,Clear,5.120816305037979,0,562,58.02138721480694,17.786172874224572,Medium
5,17,4,0,Highway,4,Clear,6.9155906094956325,0,861,37.409502019849285,32.39111634803982,Medium
100,19,6,1,Local,1,Clear,7.777444044008904,0,1035,53.17401219933933,34.50125981656301,High
70,7,1,0,Arterial,3,Rain,3.301281889678469,0,1083,42.1640974126955,40.99845687520546,High
90,7,0,0,Highway,5,Clear,5.842167738632835,0,695,47.11111977490062,24.581536184798956,Medium
4,7,5,1,Local,2,Clear,9.024189152388836,0,1111,52.09026267162196,30.008399995303353,High
103,7,3,0,Local,2,Clear,5.94287596041794,0,736,51.80105929944969,24.708946260683955,Medium
39,0,5,1,Arterial,3,Rain,3.059895047448359,0,559,13.649785843436007,52.84925163640708,Medium
114,1,3,0,Highway,5,Clear,9.77240555274103,0,437,65.10413593077693,19.706023272493823,Low
35,11,5,1,Local,2,Clear,8.06352416834816,0,463,58.24739156952685,20.61890729838875,Low
1,14,4,0,Highway,5,Clear,7.488617263778087,0,696,32.6698537928449,34.93404582396814,Medium
24,3,1,0,Highway,5,Clear,6.801251163364112,0,225,32.60279498479221,16.713787710182952,Low
57,2,0,0,Highway,5,Clear,7.6019272652391985,0,313,27.476538986399504,20.149193585642834,Low
100,13,6,1,Arterial,2,Clear,8.67153530275056,0,735,63.49077448290765,18.428335811989676,Medium
70,21,4,0,Local,1,Clear,9.112636192578737,0,710,45.44036792794115,24.460797601830865,Medium
41,22,1,0,Arterial,2,Clear,8.249238683922144,0,713,18.905312458304238,49.3059418970751,Medium
54,7,0,0,Local,1,Clear,8.951585273622449,0,1069,9.85603363190678,118.51667260771818,High
46,12,5,1,Highway,5,Clear,5.442088923075417,0,583,23.72576005208958,36.05412302347399,Medium
60,22,6,1,Highway,4,Clear,5.071872250681046,0,310,58.02298918632586,15.677905582049444,Low
108,18,0,0,Arterial,3,Clear,8.672055154543726,0,1039,19.681970563698997,63.28671471437481,High
60,21,2,0,Local,2,Rain,2.69829382384857,0,682,32.1164738932185,37.274416590964286,Medium
57,4,0,0,Arterial,3,Clear,9.388391251860277,0,219,67.20738654274558,12.100825494967264,Low
31,12,1,0,Highway,5,Fog,1.4993974692964411,0,699,44.42126803483299,29.617982728663076,Medium
84,19,4,0,Highway,5,Clear,7.3926047397772265,0,947,31.033282816606533,39.05940250517583,High
24,0,6,1,Highway,4,Clear,8.864093862323632,0,588,60.352030605999765,18.42142906387614,Medium
89,15,4,0,Highway,4,Rain,3.8460510179465404,0,418,27.101836629961866,30.131602875014693,Low
36,22,6,1,Highway,4,Clear,8.521382661949888,0,425,33.85142610872289,23.05873814356841,Low
85,23,2,0,Local,2,Clear,8.449504780002698,0,296,61.763454171109345,14.997863565100694,Low
30,1,1,0,Arterial,2,Clear,7.576979985890922,0,520,44.443737586613125,25.673581764812052,Medium
24,6,0,0,Arterial,2,Clear,9.632377679877457,0,658,64.23439006117974,17.625703107345036,Medium
108,5,2,0,Highway,5,Rain,4.172848689379767,0,756,18.40147409247025,55.23004594400353,Medium
106,4,5,1,Highway,5,Clear,6.647024707302334,1,377,28.945252321536934,39.489636092412916,Low
30,3,3,0,Arterial,2,Fog,1.3324982170853854,0,650,17.12619263068205,54.17928583345221,Medium
86,1,5,1,Local,2,Fog,1.4669115957502301,0,605,11.91276141182145,66.68911305239563,Medium
92,9,1,0,Arterial,3,Clear,8.09127485562844,0,912,21.144380017987316,54.06905576956728,High
7,21,2,0,Local,1,Clear,7.777895963540577,0,204,28.86927305110582,21.08229198825483,Low
35,4,4,0,Local,1,Clear,8.359433737973191,0,469,30.636460763841058,26.672757678334644,Low
55,17,2,0,Highway,5,Clear,5.815303287393536,0,1390,5.0,287.07491895972703,High
92,9,3,0,Highway,5,Clear,5.436718381047154,0,1241,12.010281794520203,112.86515283799152,High
14,22,1,0,Arterial,2,Clear,9.100751374835575,0,524,41.15321790970066,22.78737868605965,Medium
10,21,2,0,Arterial,2,Clear,7.866631135527143,0,401,35.90112927276496,21.18339589784895,Low
80,14,6,1,Highway,4,Clear,5.612507451676331,0,575,34.94368066643673,26.0364730146151,Medium
16,8,5,1,Arterial,3,Clear,7.081590135724348,0,1201,14.53167153598184,90.15575930989924,High
54,10,0,0,Arterial,2,Clear,6.491171857251182,0,424,68.07002046347644,12.725871430512145,Low
95,20,5,1,Local,1,Clear,9.37738977112842,0,723,60.30286291653258,21.3479994187601,Medium
106,16,1,0,Highway,4,Rain,4.640679868440774,0,285,30.84461564465063,24.838932918100166,Low
89,20,2,0,Highway,5,Rain,3.5562123183649743,0,383,58.208326058322,23.51646279846222,Low
77,8,5,1,Arterial,3,Clear,6.176452024641696,0,1257,26.81308577820122,54.28155117074333,High
70,22,2,0,Arterial,2,Fog,1.7283912274035527,0,191,30.95946714936499,22.318055467026607,Low
44,15,5,1,Arterial,3,Clear,9.65050643798313,0,638,66.72229774345776,18.880361403420558,Medium
73,5,1,0,Local,1,Rain,3.4721089037908035,0,253,36.43066697107339,23.130350272847767,Low
45,21,4,0,Local,1,Clear,7.464295715988931,0,661,20.958196857156423,42.22207244203752,Medium
100,10,5,1,Arterial,2,Clear,9.175444658819316,0,447,50.22904696574852,20.55834862072903,Low
56,22,0,0,Highway,5,Clear,5.939794355812047,0,521,28.665462815087196,35.89846092666049,Medium
107,16,5,1,Arterial,2,Clear,5.567068300194643,0,502,50.666334509725935,20.444838581559377,Medium
84,3,1,0,Arterial,3,Rain,2.8751899514208175,0,313,16.14305784307396,32.252689773886466,Low
82,14,5,1,Local,2,Clear,5.907672335393036,0,503,25.478141498292004,31.238209141428747,Medium
107,0,0,0,Local,1,Clear,6.295802780571602,0,378,38.069403321046664,19.988097151230512,Low
57,21,6,1,Arterial,3,Clear,7.925583793406327,0,687,47.07635950777135,24.851329117609787,Medium
21,19,0,0,Arterial,2,Clear,7.019515568918711,0,872,44.86821633463386,28.25845518621889,Medium
68,0,1,0,Highway,4,Clear,9.329391398052204,0,762,47.14018768563348,26.16633264424743,Medium
50,8,2,0,Highway,4,Fog,1.34808108322923,0,1290,19.707468708713353,82.98330681937821,High
33,11,5,1,Highway,4,Clear,9.983953494830264,0,760,31.332961709956393,34.03585971500036,Medium
91,3,4,0,Highway,5,Clear,6.796967079631971,0,380,66.06184796035214,18.070872276259422,Low
7,21,0,0,Arterial,2,Fog,1.5522484903960885,0,716,28.273185962758177,40.08612006870146,Medium
70,12,6,1,Highway,4,Clear,5.661660549043579,0,669,55.75418381509646,22.211425775191454,Medium
15,6,0,0,Arterial,2,Clear,7.8964950637307,0,568,42.2286904450949,24.924872938187306,Medium
82,7,5,1,Arterial,2,Clear,9.806424472174477,0,959,53.71366124856201,24.381223357635555,High
32,12,2,0,Arterial,3,Clear,8.746988889385058,0,241,26.57980630824506,18.445368233966658,Low
75,10,5,1,Arterial,3,Clear,6.220272800747591,0,285,37.712489329077265,16.04546048389908,Low
20,8,6,1,Highway,4,Clear,7.213058554170314,0,776,53.48193369770645,26.929601494240007,Medium
88,23,6,1,Local,2,Clear,7.127166570145238,0,440,55.76652699917106,23.11382251184642,Low
15,15,1,0,Highway,4,Rain,4.134685387217042,0,422,56.915056231560385,23.165624906048322,Low
48,9,4,0,Local,1,Clear,9.42925090338833,0,842,42.76612833791782,30.093900293907655,Medium
71,10,5,1,Highway,4,Rain,2.9393067868389724,0,717,53.44042319959203,26.88438533435967,Medium
21,11,0,0,Arterial,3,Clear,7.4712980555204735,0,569,64.37682811580774,18.102734332376123,Medium
42,13,0,0,Highway,4,Clear,6.4562388743828425,0,210,72.11773009711145,9.706267315768585,Low
26,18,1,0,Highway,5,Clear,5.761978133938688,0,716,46.41556803557336,25.439130822757257,Medium
108,11,2,0,Arterial,3,Clear,9.510553098857368,0,663,61.246544832296244,19.811753316404435,Medium
14,17,5,1,Arterial,2,Clear,5.186987388300503,0,814,35.20909400414902,31.71803091635902,Medium
57,20,3,0,Highway,5,Clear,6.999397506580653,1,706,44.62015702697286,36.72752911189834,Medium
37,16,2,0,Arterial,2,Rain,4.97603225287895,0,470,18.912146175421775,43.12375247673657,Low
58,2,0,0,Highway,5,Clear,6.544289591004331,0,423,36.48762313976925,21.368573764547975,Low
21,0,6,1,Highway,5,Clear,7.230143034811229,1,374,28.118556533248082,36.749836134608024,Low
82,18,5,1,Local,2,Clear,7.822386255170576,0,1450,49.05957658900442,37.70933343311683,High
69,3,6,1,Local,2,Rain,2.9897076729461816,0,373,41.43577450011532,26.85470423572137,Low
3,22,0,0,Arterial,2,Clear,8.791506689004333,0,664,19.849527882816858,42.2426675233742,Medium
87,15,4,0,Highway,4,Clear,9.835576868783953,0,113,58.629574252649206,12.339660246165948,Low
90,11,2,0,Highway,4,Rain,2.6287590174245468,0,232,63.026699079367845,17.602249348677635,Low
37,20,3,0,Local,1,Rain,4.575877902261494,0,590,29.839532850267375,35.428156236454775,Medium
88,20,4,0,Highway,4,Clear,6.437444045200144,0,392,37.22227757157236,20.695830667832798,Low
49,12,3,0,Local,1,Clear,9.112321516836221,0,397,52.01179597795857,18.651476554982246,Low
19,16,4,0,Highway,4,Clear,7.138567455983376,0,659,51.02006980581833,22.45172371583186,Medium
115,7,2,0,Local,2,Fog,0.8701301687961773,0,1207,16.019660838801926,93.2912222192348,High
89,12,0,0,Highway,5,Clear,9.725470131864691,0,382,26.1860213555441,21.8228614176311,Low
85,19,3,0,Highway,4,Clear,5.066165832353759,0,1052,27.65186031123355,51.33374080098386,High
12,4,2,0,Arterial,2,Clear,7.624834426009311,0,653,41.29566667607054,23.845565407727896,Medium
61,17,3,0,Local,2,Clear,8.875383286439098,0,843,39.10822632726751,32.61835651676441,Medium
41,14,2,0,Local,2,Clear,8.680845080912334,0,136,62.322867677565526,14.171484200198043,Low
33,11,4,0,Arterial,2,Clear,6.837871935689909,0,209,26.642637462030702,16.345539295455797,Low
50,16,2,0,Local,1,Clear,7.678241559184067,0,587,62.43424452654646,19.352317072505866,Medium
117,14,4,0,Arterial,3,Fog,1.9069167499813557,0,524,39.81281737036399,33.53933452534809,Medium
68,1,0,0,Local,2,Rain,2.9350943909641396,0,168,43.09161987184399,16.02171417021638,Low
106,5,4,0,Local,2,Fog,1.3001857908200507,0,516,17.7423202840871,46.06905314402533,Medium
71,16,1,0,Arterial,3,Rain,3.223745448853142,0,215,21.749594491030063,24.256709706027127,Low
86,15,0,0,Arterial,3,Clear,6.053686349050507,0,411,49.73399341519162,20.596423331449078,Low
119,16,6,1,Arterial,2,Clear,9.125728562039043,0,362,58.62312244297687,16.84028553661033,Low
33,19,6,1,Arterial,3,Clear,8.590332553776541,0,1090,46.31601446246724,34.06354601199311,High
81,8,6,1,Local,1,Clear,8.330154324429998,0,845,41.6486900010012,27.737105747434164,Medium
24,4,5,1,Highway,5,Clear,6.971939121503798,0,699,33.76210373318801,31.11638005841209,Medium
61,22,5,1,Highway,4,Clear,6.837171907188253,0,554,25.998725440719525,28.928518887795523,Medium
61,0,2,0,Arterial,2,Fog,0.6174548129342905,0,273,42.85029851327929,23.192078426624718,Low
98,5,2,0,Highway,4,Clear,9.951116071261008,0,255,41.54121417424236,17.227659418919135,Low
28,23,1,0,Arterial,2,Clear,7.026768795893522,0,144,67.56215225294248,9.05180843242975,Low
58,13,2,0,Local,1,Clear,9.59299888798358,0,707,41.224511607925564,25.595939189955963,Medium
43,16,0,0,Arterial,3,Rain,2.5972401395834877,0,746,16.3024517670991,59.1944589248634,Medium
41,18,0,0,Local,1,Fog,1.356248967373055,0,977,41.985969110703046,43.8488925915393,High
39,0,6,1,Highway,5,Clear,6.085952235209667,0,748,60.74156659795377,19.79965039740658,Medium
86,0,4,0,Local,1,Clear,8.81116037372244,1,626,6.654243214184415,122.09946088988481,Medium
49,12,3,0,Arterial,3,Clear,9.174717553709126,0,538,46.7830028362147,20.18080882411652,Medium
17,13,2,0,Highway,4,Fog,1.13250994662791,0,773,46.90816852527471,37.25016909439889,Medium
98,5,1,0,Arterial,2,Clear,8.923556893497643,0,412,65.04385344273076,15.71491516971761,Low
70,5,6,1,Local,2,Rain,4.610644636411044,0,328,42.578407830473324,25.351451182939837,Low
110,0,5,1,Highway,5,Clear,7.609751098916631,0,352,49.562561043388634,16.773354302303098,Low
70,13,0,0,Arterial,3,Clear,6.498523900874359,1,137,9.61729023153471,40.167570012483985,Low
98,2,0,0,Local,2,Clear,6.714829533543565,0,625,54.05556978515601,22.72028623442057,Medium
65,22,0,0,Highway,5,Rain,3.391905453504661,0,652,16.106137064031728,59.78384618702595,Medium
74,9,3,0,Arterial,2,Fog,1.4387550927566801,0,934,45.52532036805429,39.58758852384373,High
85,18,3,0,Arterial,2,Rain,3.8212161122270216,0,1057,38.29093012981171,41.43277023889412,High
5,18,2,0,Highway,4,Clear,8.251318496573088,0,653,66.64351562080859,19.53836398087001,Medium
2,18,5,1,Arterial,3,Clear,6.021321173115621,0,1121,34.88291638674357,41.03605777240644,High
22,22,1,0,Highway,4,Rain,3.6971506312040905,0,321,36.749423570478896,25.323884719888234,Low
112,3,3,0,Local,2,Clear,6.455342979705723,0,624,32.746539051180335,28.822583882357918,Medium
57,19,4,0,Highway,4,Fog,1.2352711646375483,0,909,5.0,199.100338370473,High
66,18,3,0,Highway,5,Clear,8.736259402009637,0,622,49.32512839869703,21.40365227476141,Medium
74,9,0,0,Arterial,3,Fog,1.5052055537263331,0,449,58.37836300214197,22.440144575406492,Low
98,1,1,0,Highway,4,Rain,3.586793175165917,0,259,38.47346695948744,24.080306289207726,Low
16,3,2,0,Highway,5,Clear,6.000619802328132,0,205,40.61112898752639,13.219196122747903,Low
112,23,3,0,Local,1,Clear,8.0684691866296,0,656,50.8201874020324,23.05724864784586,Medium
51,5,0,0,Local,1,Clear,6.039967172941603,0,296,59.803304219024184,19.5148620053455,Low
39,6,6,1,Local,2,Clear,5.834384617168007,0,219,61.41057351264566,12.338331904823894,Low
86,15,4,0,Arterial,2,Clear,6.93264285892555,0,326,71.38152044438236,14.154607006967085,Low
76,6,4,0,Local,2,Clear,8.950309197074578,0,252,31.062630207195767,15.431805873899068,Low
88,17,6,1,Local,2,Clear,5.882671741300238,0,845,53.677461525933815,27.295786969375396,Medium
111,19,2,0,Arterial,2,Clear,5.585132837567874,0,1257,8.978328674719506,151.61868183385818,High
40,21,2,0,Highway,5,Fog,1.4837152543432244,0,351,48.090024996194366,23.65063460107017,Low
38,18,3,0,Highway,5,Clear,7.079828782652142,1,919,29.35274635151933,58.42990961663104,High
60,8,2,0,Arterial,2,Rain,3.3671269091451044,0,799,24.240246723417897,46.219639261808396,Medium
59,19,5,1,Local,2,Clear,6.460542253061494,0,859,48.7545048061183,26.32015271133624,Medium
10,9,5,1,Arterial,3,Rain,4.572164108832643,0,1102,8.144674475249069,151.24568300601462,High
99,12,0,0,Arterial,3,Clear,5.970617014525105,0,153,28.568329177514517,16.533404101157856,Low
64,17,0,0,Highway,5,Clear,7.292135252597077,0,1232,14.255348224705259,92.98515509884031,High
115,15,0,0,Highway,4,Clear,9.931840856195027,0,737,22.148829187248417,43.4495771543167,Medium
63,21,5,1,Arterial,2,Fog,0.5557624542555574,0,550,50.99194515157154,28.716483533476545,Medium
49,16,3,0,Local,1,Clear,8.483287223376802,0,479,33.99374109998844,22.31664275207286,Low
64,21,3,0,Highway,4,Clear,6.855414761267099,0,446,57.2675289173451,17.88080834040752,Low
32,12,2,0,Local,1,Rain,2.6278186846071656,0,389,53.78959791208132,21.192270573950967,Low
7,11,3,0,Highway,4,Clear,9.55970718863537,0,347,70.80825925046727,15.902494649573129,Low
21,9,0,0,Arterial,3,Clear,6.936063679696445,0,950,52.260804351566776,29.698020052772776,High
20,0,1,0,Arterial,3,Clear,6.107317326401321,0,385,64.48828599506241,18.74229744760104,Low
26,7,0,0,Local,2,Clear,7.140017191504101,0,1291,21.372000329471184,73.72935993840291,High
68,20,5,1,Highway,5,Clear,9.826531373071987,0,135,41.795304880467484,14.611274443473443,Low
110,21,6,1,Highway,5,Clear,6.406992945602267,0,557,39.86844624027207,24.688298917354196,Medium
116,17,1,0,Highway,4,Clear,9.906588991165162,0,1330,37.26397782899089,46.977564321439566,High
86,1,2,0,Local,1,Clear,9.096957488984135,0,634,32.7922612053756,28.025743626468163,Medium
15,15,4,0,Highway,5,Clear,6.337261657680951,0,448,22.515825956193925,31.665169310976438,Low
104,11,6,1,Highway,4,Rain,2.59939120523995,1,156,24.136348945421027,35.66227239223393,Low
85,8,3,0,Arterial,2,Fog,0.6008667099243548,0,1144,5.0,247.59918647160416,High
79,2,3,0,Arterial,2,Clear,7.740316882771964,0,322,62.634587864953716,15.145063986684033,Low
86,21,5,1,Local,1,Rain,3.8411436466603606,0,523,15.612463130757725,47.53929069753233,Medium
116,20,0,0,Local,1,Fog,1.8378149653794478,0,739,50.936855960837505,28.967710886926596,Medium
92,3,0,0,Arterial,3,Clear,7.364271690371288,0,788,41.4697953298815,27.565048959060654,Medium
14,1,1,0,Local,2,Fog,1.916420999918357,0,706,37.87055439573973,36.044576445559535,Medium
27,7,3,0,Arterial,2,Clear,8.282061372444936,0,809,32.356597673849976,32.60416556280796,Medium
105,9,6,1,Highway,4,Rain,4.513955937954917,0,701,38.508683866713426,34.719894308556775,Medium
40,15,5,1,Local,1,Clear,9.87852018309248,0,222,38.24777950322256,16.81220244693168,Low
58,22,6,1,Arterial,3,Clear,8.813893343622405,0,176,67.11680495876995,11.95003971727804,Low
28,10,2,0,Arterial,2,Rain,2.610372756565431,0,430,27.456013815775492,30.44942423187332,Low
26,17,0,0,Arterial,2,Clear,6.962294419653567,0,914,43.563564877484154,29.995611903629623,High
113,21,6,1,Arterial,2,Clear,5.589040322436227,0,501,56.05243814044063,17.79643378767506,Medium
63,13,3,0,Highway,4,Clear,5.293942097228341,0,450,36.833427329991764,21.651750296876767,Low
66,7,4,0,Arterial,3,Rain,3.09953178911716,0,1037,31.21986889420205,48.928025114168584,High
25,22,5,1,Local,2,Rain,4.475035749169789,0,208,34.571690711287005,20.97864484806534,Low
3,14,1,0,Arterial,2,Clear,8.25079925629207,0,238,52.373204715528566,13.291355933587239,Low
72,16,0,0,Highway,5,Clear,9.764307100875591,0,519,58.90079438356282,20.748323586748867,Medium
44,20,0,0,Local,1,Clear,6.912149866211699,0,679,52.90068135326162,22.136688817327723,Medium
97,17,2,0,Highway,5,Clear,8.138919066198014,0,1032,21.17615598645724,59.40215480809789,High
42,5,0,0,Highway,4,Rain,4.174400356954203,0,479,45.63973330259728,26.39806306252962,Low
116,22,5,1,Highway,5,Rain,2.688688959948103,0,667,47.19923871537017,28.676115509540395,Medium
99,13,3,0,Highway,4,Clear,7.388715764253428,0,211,32.949730314574296,14.400278946385958,Low
6,22,3,0,Arterial,2,Fog,1.0801720337207534,0,329,15.525279859780817,38.31539242051106,Low
39,2,3,0,Arterial,2,Rain,2.30678970366976,0,369,34.940005765776796,24.87015917533575,Low
52,6,4,0,Local,1,Clear,8.99804969132546,0,211,38.131957827369725,13.669071894644476,Low
23,14,4,0,Local,2,Clear,9.678119181113853,0,666,21.621146710173804,42.21044494832074,Medium
89,20,0,0,Local,2,Clear,7.85529019278001,0,407,66.00838018744592,17.471480785561006,Low
50,23,6,1,Arterial,3,Clear,5.545934844972028,0,196,27.774229218918762,18.86197527986297,Low
43,15,4,0,Arterial,3,Rain,4.414629528767233,0,625,24.175906180971865,39.453031301606956,Medium
19,15,6,1,Local,1,Clear,9.088910826981518,0,605,56.53058885249265,19.450034205457975,Medium
69,7,6,1,Arterial,3,Rain,2.0982398849724953,0,924,5.0,199.96853661704515,High
51,6,4,0,Local,2,Clear,7.740590758077805,0,626,28.535197778096343,28.841044931797196,Medium
11,5,2,0,Arterial,3,Rain,4.80879030689995,0,740,36.4127275013298,36.145624337814624,Medium
12,1,4,0,Highway,5,Clear,9.235814663531976,0,154,50.27215508375244,11.66836554596156,Low
74,21,1,0,Arterial,2,Clear,6.373139162288324,1,595,5.0,145.23205705145483,Medium
8,12,1,0,Arterial,2,Clear,7.131388541430004,0,665,36.77912756719549,29.34823306127891,Medium
24,11,6,1,Arterial,3,Rain,4.991526627684166,0,571,23.889611564741145,40.43397345593553,Medium
92,14,1,0,Highway,5,Rain,4.6289111714508016,0,179,51.37515656938652,21.75324783558512,Low
41,8,0,0,Arterial,2,Clear,9.77517137346776,0,749,42.95889302815819,25.644515423309016,Medium
36,1,3,0,Local,1,Clear,9.803286638663966,0,733,41.75250897896282,28.765979437198638,Medium
101,16,2,0,Local,2,Clear,5.407862453922014,0,532,57.36560645358949,17.232592920894714,Medium
85,4,0,0,Highway,5,Rain,3.892496263762283,0,259,25.391831586704136,25.040832056787817,Low
72,10,3,0,Highway,5,Clear,5.0376740785578535,0,789,45.23931567845051,24.88229299159897,Medium
55,21,2,0,Arterial,3,Clear,7.089301742523416,0,565,28.177591956850538,31.648564715145874,Medium
9,18,6,1,Arterial,2,Clear,8.310695264406347,0,799,38.92254857185675,28.92769823465614,Medium
47,23,2,0,Highway,4,Clear,7.356423905429325,0,763,50.5581273837691,26.15238566739781,Medium
15,6,2,0,Highway,4,Clear,5.335909367800717,0,687,51.32107765779467,24.94474423199047,Medium
48,1,1,0,Local,1,Fog,0.6098809434175809,0,371,35.3013744303686,28.283065576887317,Low
110,15,1,0,Local,1,Rain,2.6570916455112346,0,430,24.4453627775765,33.10459797846979,Low
104,11,1,0,Arterial,2,Rain,3.6341720989970328,0,705,6.9663487296147935,119.26053528442735,Medium
82,22,2,0,Arterial,3,Clear,8.388400078714463,0,772,33.97719230792438,34.93700447217633,Medium
42,14,5,1,Arterial,2,Clear,6.581627115753092,0,244,54.90952056472597,16.756432829162197,Low
60,0,2,0,Highway,5,Fog,0.745432318428971,0,287,28.865748559287475,30.03490579286771,Low
84,12,1,0,Arterial,2,Clear,8.992988240362845,0,162,67.245987260196,13.793750057383711,Low
70,22,2,0,Highway,5,Clear,9.291809184079632,0,389,64.39985838347198,17.003256158476205,Low
12,5,1,0,Arterial,2,Clear,6.382441067223754,0,278,45.44566853378399,14.38727261694941,Low
2,12,1,0,Highway,4,Clear,7.103738511806039,0,724,38.253804556465596,27.733003956017757,Medium
7,17,1,0,Arterial,3,Clear,5.409655513132327,0,984,19.264950870411404,62.47786490786289,High
80,2,6,1,Arterial,3,Rain,3.2412407137197365,0,382,20.21139970658635,35.06725661871754,Low
3,0,6,1,Highway,5,Fog,0.9700083490947574,0,465,22.252857463345862,42.00058343499239,Low
109,14,5,1,Highway,5,Clear,6.825989448037708,0,275,45.0455069841227,15.728889137541515,Low
3,12,3,0,Highway,4,Clear,8.02346132700876,0,464,69.29964184222361,15.372632252187344,Low
27,4,2,0,Arterial,2,Clear,9.73092240191642,0,562,49.996754684957004,18.773375429810212,Medium
114,12,0,0,Highway,4,Clear,8.618189229105472,0,190,47.34612121989651,14.956369276318352,Low
107,21,1,0,Highway,4,Fog,1.0131409531313598,0,305,24.806976263009638,31.74367783873496,Low
40,4,5,1,Arterial,2,Clear,6.8344015518288685,0,393,61.08862436682368,16.40976398114874,Low
102,18,0,0,Local,2,Clear,5.952635074804828,0,829,45.4575480579103,26.793844793486816,Medium
